Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
A3LP16	A3LP16_PICST	unreviewed	DUF2183 domain-containing protein	PICST_70016	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_70016
A3LQC7	A3LQC7_PICST	unreviewed	WD-repeat domain protein	PICST_81872	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_81872
A3GG57	A3GG57_PICST	unreviewed	Cdc2-related protein kinase (SGV1) (Fragment)	CRK1 PICST_5847	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CRK1		PICST_5847
A3LQT2	A3LQT2_PICST	unreviewed	Positive regulator of meiosis, MAPK related ser/thr protein kinase (EC 2.7.1.-) (Fragment)	IME2 PICST_17706	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IME2		PICST_17706
A3GGP5	A3GGP5_PICST	unreviewed	RNA polymerase III (C) subunit (EC 2.7.7.6)	RPC40 PICST_74652	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPC40		PICST_74652
A3LYS5	A3LYS5_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_49481	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_49481
A3LXH7	A3LXH7_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_48852	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_48852
A3LP21	A3LP21_PICST	unreviewed	Uncharacterized protein	PICST_42375	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_42375
A3LQ38	A3LQ38_PICST	unreviewed	Uncharacterized protein	PICST_40944	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_40944
A3LUH1	A3LUH1_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_44570	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_44570
A3LXB3	A3LXB3_PICST	unreviewed	GDP GTP exchange factor	PICST_61902	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_61902
A3LQR3	A3LQR3_PICST	unreviewed	Hyphal_reg_CWP domain-containing protein (Fragment)	PICST_43205	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_43205
A3LX70	A3LX70_PICST	unreviewed	Uncharacterized protein	PICST_79024	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_79024
A3LQ61	A3LQ61_PICST	unreviewed	Pre-mRNA splicing factor affecting 3 splice site choice	PICST_41297	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_41297
A3LZ94	A3LZ94_PICST	unreviewed	Uncharacterized protein	PICST_33460	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33460
A3GFK2	A3GFK2_PICST	unreviewed	Nucleolar zinc-finger protein	ZPR1 PICST_37460	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ZPR1		PICST_37460
A3GHB5	A3GHB5_PICST	unreviewed	Condensin complex subunit 3	PICST_39795	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_39795
A3GF22	A3GF22_PICST	unreviewed	Centromere-binding kinetochore protein (Fragment)	CBF1 PICST_52442	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CBF1		PICST_52442
A3LWJ8	A3LWJ8_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_60431	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_60431
A3LVJ7	A3LVJ7_PICST	unreviewed	Member of the syntaxin family of t-snares	PICST_59902	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_59902
A3LXW3	A3LXW3_PICST	unreviewed	Potassium transport protein	TRK1 PICST_61578	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TRK1		PICST_61578
A3LZX2	A3LZX2_PICST	unreviewed	Uncharacterized protein	PICST_64420	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_64420
A3LS98	A3LS98_PICST	unreviewed	RNA polymerase III transcription factor	TFC3 PICST_35641	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TFC3		PICST_35641
A3LZW4	A3LZW4_PICST	unreviewed	Uncharacterized protein	PICST_85470	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_85470
A3LUQ2	A3LUQ2_PICST	unreviewed	Probable sucrose utilization protein (SUC1) or maltose fermentation regulatory protein (MAL13) (Fragment)	SUC1.5 PICST_17775	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SUC1.5		PICST_17775
A3LMU5	A3LMU5_PICST	unreviewed	Hypothetical zinc finger protein	RPN4 PICST_87504	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPN4		PICST_87504
A3GGT6	A3GGT6_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_9166	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_9166
A3GEV6	A3GEV6_PICST	unreviewed	Uncharacterized protein	PICST_34004	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_34004
A3LYP3	A3LYP3_PICST	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	PICST_62908	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_62908
A3LVI2	A3LVI2_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_26508	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_26508
A3GGC0	A3GGC0_PICST	unreviewed	Uncharacterized protein	PICST_28545	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28545
A3LZ95	A3LZ95_PICST	unreviewed	Homeodomain protein	YOX2 PICST_33461	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	YOX2		PICST_33461
A3GEZ4	A3GEZ4_PICST	unreviewed	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	GUT2 PICST_68764	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GUT2		PICST_68764
A3LYX9	A3LYX9_PICST	unreviewed	Long-chain-alcohol oxidase (EC 1.1.3.20)	FAO1 PICST_90828	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FAO1		PICST_90828
A3LNP7	A3LNP7_PICST	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	TDH1 PICST_87252	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TDH1		PICST_87252
A3LXJ1	A3LXJ1_PICST	unreviewed	Uncharacterized protein	PICST_62408	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_62408
A3LNG7	A3LNG7_PICST	unreviewed	Uncharacterized protein	PICST_82388	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_82388
A3LYU4	A3LYU4_PICST	unreviewed	Mitochondrial large ribosomal subunit	MRP7 PICST_49247	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MRP7		PICST_49247
A3LT53	A3LT53_PICST	unreviewed	Cleavage and polyadenylation specificity factor (Fragment)	PICST_27265	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_27265
A3LXE4	A3LXE4_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_48188	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_48188
A3LZB6	A3LZB6_PICST	unreviewed	Uncharacterized protein	PICST_66088	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_66088
A3LSW6	A3LSW6_PICST	unreviewed	Ca2+-modulated nonselective cation channel polycystin	RBT1.2 PICST_67464	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RBT1.2		PICST_67464
A3GF94	A3GF94_PICST	unreviewed	Mitochondrial protein (Fragment)	PICST_52045	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_52045
A3GF57	A3GF57_PICST	unreviewed	Protein involved in mitotic recombination and DNA repair (Fragment)	RAD59 PICST_66275	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RAD59		PICST_66275
A3LZ58	A3LZ58_PICST	unreviewed	Fungal transcriptional regulatory protein	PICST_68328	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_68328
A3GF05	A3GF05_PICST	unreviewed	Peroxisomal 2,4-dienoyl-CoA reductase and sorbitol utilization protein (EC 1.1.1.184)	SOU2 PICST_86346	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SOU2		PICST_86346
A3GFQ2	A3GFQ2_PICST	unreviewed	Zf-C2H2 Zinc finger, C2H2 type	RME1 PICST_66351	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RME1		PICST_66351
A3LRA1	A3LRA1_PICST	unreviewed	NAD-dependent protein deacylase (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5)	SIR1 PICST_35457	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SIR1		PICST_35457
A3LYU8	A3LYU8_PICST	unreviewed	Retrotransposon	RTP1 PICST_33305	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RTP1		PICST_33305
A3M0F2	A3M0F2_PICST	unreviewed	Citrate synthase	CIT1 PICST_85554	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CIT1		PICST_85554
A3LY95	A3LY95_PICST	unreviewed	COX assembly mitochondrial protein	PICST_48365	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_48365
A3GF14	A3GF14_PICST	unreviewed	Uncharacterized protein	PICST_34041	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_34041
A3GF18	A3GF18_PICST	unreviewed	Uncharacterized protein	PICST_86597	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_86597
A3LWT4	A3LWT4_PICST	unreviewed	HTH La-type RNA-binding domain-containing protein	PICST_78927	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_78927
A3LWV3	A3LWV3_PICST	unreviewed	Uncharacterized protein	PICST_47649	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_47649
A3LX22	A3LX22_PICST	unreviewed	Uncharacterized protein	PICST_32667	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32667
A3LYW3	A3LYW3_PICST	unreviewed	Uncharacterized protein	PICST_85054	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_85054
A3M0H5	A3M0H5_PICST	unreviewed	WD_REPEATS_REGION domain-containing protein	PICST_91430	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_91430
A3LND1	A3LND1_PICST	unreviewed	Hypoxanthine guanine phosphoribosyltransferase	HPT1 PICST_66841	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HPT1		PICST_66841
A3LZ27	A3LZ27_PICST	unreviewed	Uncharacterized protein	PICST_63799	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_63799
A3LZS7	A3LZS7_PICST	unreviewed	3-oxoacyl-[acyl-carrier-protein] synthase	CEM1 PICST_64208	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CEM1		PICST_64208
A3LT38	A3LT38_PICST	unreviewed	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108)	PICST_35812	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_35812
A3GHQ4	A3GHQ4_PICST	unreviewed	ApbA_C domain-containing protein	PICST_66654	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_66654
A3LQQ8	A3LQQ8_PICST	unreviewed	Uncharacterized protein	PICST_30412	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30412
A3LQR0	A3LQR0_PICST	unreviewed	Beta-lactamase domain-containing protein	PICST_44235	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_44235
A3GF38	A3GF38_PICST	unreviewed	Lysine acetyltransferase (Lysine N(6)-acetyltransferase) (LAT)	LYC1 PICST_86192	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LYC1		PICST_86192
A3LWX9	A3LWX9_PICST	unreviewed	Uncharacterized protein	PICST_32625	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32625
A3GGE7	A3GGE7_PICST	unreviewed	ELongator Protein 2 90kD subunit has WD40 repeats	ELP2 PICST_28574	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ELP2		PICST_28574
A3LVH4	A3LVH4_PICST	unreviewed	Methyltransferase family protein (Fragment)	SKB1 PICST_46913	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SKB1		PICST_46913
A3LRW7	A3LRW7_PICST	unreviewed	GATA type transcriptional activator of nitrogen-regulated genes	SFU1 PICST_30840	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SFU1		PICST_30840
A3LXT4	A3LXT4_PICST	unreviewed	Uncharacterized protein	PICST_32931	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32931
A3LWI1	A3LWI1_PICST	unreviewed	DNA replication complex GINS protein PSF1	PICST_47082	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_47082
A3LZH8	A3LZH8_PICST	unreviewed	Genetic interactor of prohibitin 5, mitochondrial	PICST_63481	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_63481
A3LTN7	A3LTN7_PICST	unreviewed	Uncharacterized protein	PICST_31474	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31474
A3LVX2	A3LVX2_PICST	unreviewed	CDT1_C domain-containing protein	PICST_32275	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32275
A3LQF8	A3LQF8_PICST	unreviewed	Uncharacterized protein	PICST_42499	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_42499
A3LN29	A3LN29_PICST	unreviewed	Uncharacterized protein	PICST_75818	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_75818
A3LXL8	A3LXL8_PICST	unreviewed	Snf1p protein-interacting protein	SIP3 PICST_90087	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SIP3		PICST_90087
A3LN93	A3LN93_PICST	unreviewed	PITH domain-containing protein	PICST_34851	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_34851
A3LWJ1	A3LWJ1_PICST	unreviewed	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20 PICST_60960	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	COX20		PICST_60960
A3LYP4	A3LYP4_PICST	unreviewed	Endo/exonuclease/phosphatase domain-containing protein	PICST_49245	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_49245
A3LZ77	A3LZ77_PICST	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	PICST_33443	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33443
A3GHI6	A3GHI6_PICST	unreviewed	Zinc finger protein involved in pre-tRNA splicing	STP3 PICST_66620	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	STP3		PICST_66620
A3GIA6	A3GIA6_PICST	unreviewed	Uncharacterized protein	PICST_81210	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_81210
A3GIA2	A3GIA2_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_53814	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_53814
A3LW77	A3LW77_PICST	unreviewed	Uncharacterized protein	PICST_47071	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_47071
A3M0I5	A3M0I5_PICST	unreviewed	J domain-containing protein	PICST_63964	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_63964
A3LQ31	A3LQ31_PICST	unreviewed	Uncharacterized protein	PICST_67071	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_67071
A3LWJ2	A3LWJ2_PICST	unreviewed	AAA ATPase, peroxisomal biogenesis (EC 3.6.1.3)	PEX1 PICST_83848	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PEX1		PICST_83848
A3GHR5	A3GHR5_PICST	unreviewed	PH domain-containing protein (Fragment)	PICST_53693	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_53693
A3LNC7	A3LNC7_PICST	unreviewed	Uncharacterized protein	PICST_55751	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_55751
A3LRP5	A3LRP5_PICST	unreviewed	Methylisocitrate lyase (2-methylisocitrate lyase)	PRP2 PICST_57236	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PRP2		PICST_57236
A3LWH7	A3LWH7_PICST	unreviewed	WD repeat protein	ASC1 PICST_46672	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ASC1		PICST_46672
A3LRJ0	A3LRJ0_PICST	unreviewed	Uncharacterized protein	PICST_30707	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30707
A3LSI8	A3LSI8_PICST	unreviewed	Uncharacterized protein	PICST_43881	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_43881
A3GG13	A3GG13_PICST	unreviewed	F-box ubiquitin ligase	UFO1 PICST_51322	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	UFO1		PICST_51322
A3LX77	A3LX77_PICST	unreviewed	G1/S-specific cyclin CLN1 (Fragment)	PICST_19145	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_19145
A3LQJ3	A3LQJ3_PICST	unreviewed	Uncharacterized protein	PICST_30337	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30337
A3LSB4	A3LSB4_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_43582	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_43582
A3LTD4	A3LTD4_PICST	unreviewed	Uncharacterized protein	PICST_31367	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31367
A3LWG0	A3LWG0_PICST	unreviewed	Uncharacterized protein	PICST_32459	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32459
A3LQ04	A3LQ04_PICST	unreviewed	Uncharacterized protein	PICST_30137	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30137
A3LY07	A3LY07_PICST	unreviewed	TBC domain protein	PICST_90139	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_90139
A3GGI8	A3GGI8_PICST	unreviewed	DNA-directed RNA Polymerase II subunit L (EC 2.7.7.6)	RPB10 PICST_37912	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPB10		PICST_37912
A3LY27	A3LY27_PICST	unreviewed	Ras GTPase-activating-like protein	PICST_68153	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_68153
A3LNQ2	A3LNQ2_PICST	unreviewed	Transcription factor, contains a PHD finger motif	ASH2 PICST_54744	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ASH2		PICST_54744
A3LPA6	A3LPA6_PICST	unreviewed	Alpha-1,3-glucosyltransferase (EC 2.4.1.-)	ALG6 PICST_29880	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ALG6		PICST_29880
A3LPK6	A3LPK6_PICST	unreviewed	Uncharacterized protein	PICST_42239	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_42239
